"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2010-07-06",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2010","12","SEDAN 4 PTAS","37","RENAULT","VL","RENAULT SYMBOL LUXE 1.6 16V","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1966","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2006-09-06",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2006","12","SEDAN 4 PTAS","08","CHEVROLET","BD","CORSA CLASSIC 4P SUPER 1.6N","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1986","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2011-09-26",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2011","12","SEDAN 4 PTAS","34","PEUGEOT","KY","408 ALLURE+ 2.0N","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1969","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2008-08-27",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2008","17","SEDAN 5 PUERTAS","37","RENAULT","VA","KANGOO AUTH.PLUS 1.5 DA AA CD PK 2P","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1975","ARGENTINA",50,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","1996-08-14",21042,"ROSARIO Nº 07","Santa Fe","Nacional","1996","18","SEDAN 4 PUERTAS","37","RENAULT","90","RENAULT 19 RL TRI/AAC/SD","1","Privado","Física","GRANADERO BAIGORRIA","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2007-01-05",21043,"ROSARIO Nº 08","Santa Fe","Nacional","2007","12","SEDAN 4 PTAS","19","FORD","UM","FOCUS EDGE 4P 1.8L TDI","1","Privado","Física","ROSARIO","SANTA FE","No identificado","1989","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","1994-08-03",21043,"ROSARIO Nº 08","Santa Fe","Importado","1994","02","SEDAN 4 PTAS","044","FIAT","087","TIPO SX 1.6","1","Privado","Física","PEREZ-ROSARIO","SANTA FE","No identificado","1953","No identificado",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2008-11-13",21043,"ROSARIO Nº 08","Santa Fe","Importado","2008","02","SEDAN 4 PTAS","136","VOLKSWAGEN","285","BORA 2.0","1","Privado","Física","IBARLUCEA","SANTA FE","Masculino","1987","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2005-01-03",21043,"ROSARIO Nº 08","Santa Fe","Protocolo 21","2005","05","SEDAN 5 PTAS","027","CITROEN","169","C3 1.4 HDI EXCLUSIVE","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1995","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2009-09-11",21043,"ROSARIO Nº 08","Santa Fe","Protocolo 21","2009","04","RURAL 5 PTAS","G89","CHERY","001","TIGGO 2.0 COMFORT","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1977","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2000-07-21",21043,"ROSARIO Nº 08","Santa Fe","Nacional","2000","17","SEDAN 5 PTAS","19","FORD","40","ESCORT LX 1.8 5P D","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1988","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","1998-01-05",21043,"ROSARIO Nº 08","Santa Fe","Importado","1998","22","SEDAN 3 PTAS","","VOLKSWAGEN","","GOL PLUS 1.8 MI","1","Privado","Física","PEREZ-ROSARIO","SANTA FE","No identificado","1984","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2000-02-17",21044,"ROSARIO Nº 09","Santa Fe","Nacional","2000","12","SEDAN 4 PTAS","53","VOLKSWAGEN","06","POLO CLASSIC 1.6 MI","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1958","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2008-03-04",21044,"ROSARIO Nº 09","Santa Fe","Protocolo 21","2008","05","SEDAN 5 PTAS","027","CITROEN","190","XSARA PICASSO 2.0 I 16V","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1967","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2005-12-06",21044,"ROSARIO Nº 09","Santa Fe","Importado","2005","30","FURGONETA","104","PEUGEOT","473","EXPERT CONFORT 1.9D","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1962","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2006-09-20",21044,"ROSARIO Nº 09","Santa Fe","Protocolo 21","2006","02","SEDAN 4 PTAS","044","FIAT","605","SIENA HLX 1.8 MPI 8V","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1986","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","1997-06-30",21044,"ROSARIO Nº 09","Santa Fe","Nacional","1997","11","SEDAN 2 PUERTAS","17","FIAT","44","UNO S 3P 1.4","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1985","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2011-08-08",21044,"ROSARIO Nº 09","Santa Fe","Protocolo 21","2011","05","SEDAN 5 PTAS","024","CHEVROLET","388","MERIVA GLS 1.8 SOHC","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1978","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2010-01-25",21045,"ROSARIO Nº 10","Santa Fe","Protocolo 21","2010","02","SEDAN 4 PTAS","055","HONDA","B30","CIVIC LXS","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1988","PERU",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1996-04-12",21045,"ROSARIO Nº 10","Santa Fe","Nacional","1996","18","SEDAN 3 PTAS","53","VOLKSWAGEN","11","GOL GLD","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1953","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","1995-04-12",21045,"ROSARIO Nº 10","Santa Fe","Protocolo 21","1995","34","FAMILIAR","104","PEUGEOT","300","405 GR BREAK","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1981","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","1997-09-23",21045,"ROSARIO Nº 10","Santa Fe","Importado","1997","05","SEDAN 5 PUERTAS","112","RENAULT","116","LAGUNA RXE 2.0 S","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1983","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","2004-11-12",21045,"ROSARIO Nº 10","Santa Fe","Nacional","2004","22","FURGON","37","RENAULT","MH","KANGOO RL EXP.110CV GNC","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1975","ARGENTINA",50,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","1998-01-05",21047,"SANTA FE Nº 4","Santa Fe","Nacional","1998","20","PICK-UP","37","RENAULT","BH","TRAFIC RODEO S/CAJA S/DA","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1969","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2018-01-30",21047,"SANTA FE Nº 4","Santa Fe","Importado","2018","02","SEDAN 4 PUERTAS","104","PEUGEOT","796","301 ALLURE 1.6","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1953","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","1993-08-20",21048,"SAN LORENZO Nº 2","Santa Fe","Importado","1993","02","SIN ESPECIFICACION","","PEUGEOT","","405GLI","1","Privado","Física","CAPITAN BERMUDEZ-SANTA FE","SANTA FE","No identificado","1932","No identificado",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","1993-08-30",21049,"ROSARIO Nº 11","Santa Fe","Importado","1993","","FAMILIAR","","FIAT","","DUNA WEEKEND 1.7","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1968","ARGENTINA",100,"82","ARG"
"COMUNICACIÓN DE RECUPERO","2021-03-10","2005-09-30",21049,"ROSARIO Nº 11","Santa Fe","Protocolo 21","2005","05","SEDAN 5 PTAS","047","FORD","583","FIESTA AMBIENTE 5P","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1974","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2004-11-10",21049,"ROSARIO Nº 11","Santa Fe","Nacional","2004","12","SEDAN 4 PTAS","53","VOLKSWAGEN","JS","POLO CLASSIC 1.9L SD 30A","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1981","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2016-01-29",21049,"ROSARIO Nº 11","Santa Fe","Protocolo 21","2016","05","SEDAN 5 PUERTAS","047","FORD","A36","FIESTA 1.6L SE","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1988","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2008-04-29",21050,"ROSARIO Nº 12","Santa Fe","Protocolo 21","2008","02","SEDAN 4 PTAS","047","FORD","764","FIESTA MAX 1.6L AMBIENTE MP3","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1965","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2006-01-16",21050,"ROSARIO Nº 12","Santa Fe","Importado","2006","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1981","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","1995-03-09",21050,"ROSARIO Nº 12","Santa Fe","Nacional","1995","11","SEDAN 2 PTAS","17","FIAT","72","UNO CL-3P","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1983","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","1994-02-22",21050,"ROSARIO Nº 12","Santa Fe","Nacional","1994","25","CHASIS C/CABINA","19","FORD","28","F-4000","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1954","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","1998-05-08",21050,"ROSARIO Nº 12","Santa Fe","Nacional","1998","12","SEDAN 4 PTAS","08","CHEVROLET","52","CORSA GL 1.6 4D WORLD CUP","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1986","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1999-02-09",21050,"ROSARIO Nº 12","Santa Fe","Protocolo 21","1999","05","SEDAN 5 PTAS","024","CHEVROLET","103","CORSA GL 1.6 MPFI","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1979","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","2006-07-07",21050,"ROSARIO Nº 12","Santa Fe","Nacional","2006","12","SEDAN 4 PTAS","08","CHEVROLET","BD","CORSA CLASSIC 4P SUPER 1.6N","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1991","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2002-05-16",21053,"SAN LORENZO Nº 3","Santa Fe","Nacional","2002","22","FURGON","07","CITROEN","09","BERFUD8PLDA","1","Privado","Física","PUERTO GENERAL SAN MARTÍN","SANTA FE","No identificado","1975","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","1997-08-01",21054,"ARROYO SECO Nº 2","Santa Fe","Importado","1996","22","SEDAN 3 PUERTAS","047","FORD","115","FIESTA CL","1","Privado","Física","ARROYO SECO","SANTA FE","No identificado","1993","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","1993-08-05",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","1993","12","SEDAN 4 PTAS","17","FIAT","59","DUNA SL 1.6","1","Privado","Física","ARROYO SECO","SANTA FE","Femenino","1947","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2012-11-01",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","2012","20","PICK-UP","53","VOLKSWAGEN","TW","AMAROK 2.0L TDI 180 CV","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1964","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","1997-04-30",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","1997","12","SEDAN 4 PTAS","34","PEUGEOT","27","405 GLD 1,9","1","Privado","Física","ALVEAR","SANTA FE","Femenino","1982","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","1998-08-19",21056,"ROSARIO Nº 13","Santa Fe","Protocolo 21","1998","11","PICK UP","047","FORD","395","COURIER","1","Privado","Física","PÉREZ","SANTA FE","Masculino","1974","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","1996-04-18",21056,"ROSARIO Nº 13","Santa Fe","Nacional","1996","12","SEDAN 4 PTAS","17","FIAT","79","DUNA CS D","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2016-05-31",21056,"ROSARIO Nº 13","Santa Fe","Protocolo 21","2016","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","539","FOX 1.6 MSI 16V HIGHLINE","1","Privado","Física","GDRO. BAIGORRIA","SANTA FE","Femenino","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2005-06-23",21056,"ROSARIO Nº 13","Santa Fe","Protocolo 21","2005","02","SEDAN 4 PTAS","044","FIAT","600","SIENA FIRE 1242 MPI 16V","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1960","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2003-11-11",21056,"ROSARIO Nº 13","Santa Fe","Importado","2003","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","ZAVALLLA","SANTA FE","Masculino","1961","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","1998-11-10",21056,"ROSARIO Nº 13","Santa Fe","Importado","1998","05","SEDAN 5 PTAS","136","VOLKSWAGEN","057","GOLF GL 1.8 MI","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1998","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2017-01-17",21057,"ROSARIO Nº 14","Santa Fe","Protocolo 21","2017","05","SEDAN 5 PUERTAS","044","FIAT","849","MOBI 1.0 8V EASY","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1982","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2013-08-30",21057,"ROSARIO Nº 14","Santa Fe","Importado","2013","04","RURAL 5 PUERTAS","047","FORD","884","S-MAX 2.0L TREND","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1963","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2007-04-24",21057,"ROSARIO Nº 14","Santa Fe","Nacional","2007","12","SEDAN 4 PTAS","37","RENAULT","SV","KANGOO PACK 1.9 1 PLC","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1967","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","2003-04-10",21057,"ROSARIO Nº 14","Santa Fe","Protocolo 21","2003","11","PICK UP","102","NISSAN","364","FRONTIER 4X4 SE 2.8TD(CAB.DOBLE)","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1977","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1998-06-09",21058,"ROSARIO Nº 15","Santa Fe","Nacional","1998","12","SEDAN 4 PTAS","17","FIAT","30","SIENA ELD 4P","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1969","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2012-05-08",21058,"ROSARIO Nº 15","Santa Fe","Nacional","2012","22","FURGON","37","RENAULT","VW","KANGOO CONFORT 1.6 CD AA DA SVT1PL (600K","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1995","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2005-05-16",21058,"ROSARIO Nº 15","Santa Fe","Protocolo 21","2005","05","SEDAN 5 PTAS","055","HONDA","A19","FIT LX","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1958","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2003-08-29",21059,"ROSARIO Nº 16","Santa Fe","Nacional","2003","18","SEDAN 3 PTAS","34","PEUGEOT","CC","206 QUIKSILVER","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1994","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1998-03-11",21068,"ROSARIO Nº 17","Santa Fe","Nacional","1998","17","SEDAN 5 PUERTAS","37","RENAULT","CV","CLIO RN 5 PTAS PACK A.A.","1","Privado","Física","SOLDINI","SANTA FE","Masculino","1985","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1999-08-26",21068,"ROSARIO Nº 17","Santa Fe","Nacional","1999","12","SEDAN 4 PTAS","53","VOLKSWAGEN","FW","POLO CLASSIC 1.9 TDI","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1985","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2001-01-17",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2001","41","FAMILIAR","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","PEREZ","SANTA FE","Femenino","1988","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","1996-06-25",21068,"ROSARIO Nº 17","Santa Fe","Nacional","1996","12","SEDAN 4 PTAS","17","FIAT","79","DUNA CS DA","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1963","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2004-06-08",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2004","11","PICK UP","024","CHEVROLET","329","S10 2.8 T.I. (CABINA SIMPLE)","1","Privado","Física","PÉREZ","SANTA FE","No identificado","1991","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2011-05-05",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2011","26","CHASIS C/CABINA","67","IVECO","20","170E22","1","Privado","Física","PEREZ","SANTA FE","Masculino","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2015-06-29",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2015","12","SEDAN 4 PUERTAS","08","CHEVROLET","DX","CLASSIC 4 P LS ABS+AIRBAG 1.4N","1","Privado","Física","PÉREZ","SANTA FE","Masculino","1989","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2010-01-18",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2010","05","SEDAN 5 PTAS","055","HONDA","A19","FIT LX","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1992","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2004-04-01",21071,"SANTO TOME","Santa Fe","Protocolo 21","2004","05","SEDAN 5 PTAS","027","CITROEN","170","C3 1.6I 16V EXCLUSIVE","1","Privado","Física","SANTO TOMÉ","SANTA FE","Femenino","1982","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","1997-08-04",21071,"SANTO TOME","Santa Fe","Protocolo 21","1997","22","SEDAN 3 PUERTAS","047","FORD","218","FIESTA LX","1","Privado","Física","SANTO TOMÉ","SANTA FE","Masculino","1991","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","1998-08-14",21071,"SANTO TOME","Santa Fe","Importado","1998","02","SEDAN 4 PUERTAS","025","CHRYSLER","073","NEON LE","1","Privado","Física","SANTO TOME","SANTA FE","No identificado","1966","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2018-06-13",21071,"SANTO TOME","Santa Fe","Nacional","2018","12","SEDAN 4 PUERTAS","08","CHEVROLET","EF","CRUZE 4P 1.4 TURBO LT MT","1","Privado","Física","SANTO TOME","SANTA FE","Femenino","1956","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2011-10-03",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2011","12","SEDAN 4 PTAS","08","CHEVROLET","DK","CLASSIC 4 PTAS LT SPIRIT 1.4N","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","Masculino","1998","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2005-09-15",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2005","12","SEDAN 4 PTAS","34","PEUGEOT","CX","PARTNER PATAGONICA HDI","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","No identificado","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2005-08-01",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Protocolo 21","2005","05","SEDAN 5 PTAS","047","FORD","583","FIESTA AMBIENTE 5P","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","No identificado","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2003-10-09",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2003","17","SEDAN 5 PTAS","34","PEUGEOT","DJ","206 CREAMFIELDS 1.9 D 5P","1","Privado","Física","VILLA GOBERNADOR GÁLVEZ","SANTA FE","No identificado","1998","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2000-04-18",21074,"SANTA FE Nº 7","Santa Fe","Nacional","2000","12","SEDAN 4 PTAS","53","VOLKSWAGEN","10","POLO CLASSIC 1.8 MI","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1963","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2007-07-24",21075,"SAN LORENZO Nº 4","Santa Fe","Protocolo 21","2007","11","PICK UP","024","CHEVROLET","413","S10 2.8TDI STD 4X2 ELECTRONIC CD","1","Privado","Física","ROLDÁN","SANTA FE","Masculino","1975","ARGENTINA",90,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2008-09-11",22009,"OJO DE AGUA","Santiago del Estero","Protocolo 21","2008","02","SEDAN 4 PTAS","112","RENAULT","650","LOGAN 1.6 16V CONFORT","1","Privado","Física","SUMAMPA","SGO.DEL ESTERO","Masculino","1979","ARGENTINA",100,"86","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2018-12-19",23006,"TUCUMAN Nº 5","Tucumán","Protocolo 21","2018","02","SEDAN 4 PUERTAS","047","FORD","B46","KA SEDAN SE","1","Privado","Física","LA RAMADA","TUCUMAN","Masculino","1979","ARGENTINA",100,"90","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2010-04-15",23006,"TUCUMAN Nº 5","Tucumán","Protocolo 21","2010","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","YERBA BUENA","TUCUMAN","Masculino","1966","ARGENTINA",100,"90","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2008-04-24",23011,"TUCUMAN Nº 9","Tucumán","Importado","2008","10","TODO TERRENO","024","CHEVROLET","443","CAPTIVA 2.0DIESEL LTZ AUTOMATICA","1","Privado","Física","SAN MIGUEL DE TUCUMÁN","TUCUMAN","Masculino","1981","ARGENTINA",100,"90","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2014-01-20",24002,"USHUAIA Nº 1","Tierra del Fuego","Importado","2013","22","SEDAN 3 PUERTAS","011","AUDI","204","A1 1.4T FSI","1","Privado","Física","C.AUTONOMA DE BS.AS","T.DEL FUEGO","Masculino","1966","ARGENTINA",100,"94","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","1972-06-05",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1972","26","CHASIS C/CABINA","19","FORD","11","F-100/1972","1","Privado","Física","ADROGUE-ALTE.BROWN","BUENOS AIRES","No identificado","1953","ARGENTINA",100,"06","ARG"
