nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
3584052515,2021-04-27,Trata,Explotación sexual,Victima directa,,,,Mujer,36,No,,
3584052515,2021-04-27,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
5584052515,2021-04-27,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,40,No,,
594052515,2021-04-27,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,50,No,,
6505052515,2021-04-28,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,40,No,,
4515052515,2021-04-28,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,
9425052515,2021-04-28,Trata,Explotación laboral,Acusado,,Buenos Aires,Ciudad Autónoma de Buenos Aires,,0,No,,06
6535052515,2021-04-29,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Chascomús,Mujer,0,No,,06
6535052515,2021-04-29,Trata,Persona desaparecida,Victima directa,,,,Hombre,39,No,,
5545052515,2021-04-29,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
5545052515,2021-04-29,Trata,Persona desaparecida,Acusado,,,,Hombre,0,No,,
6565052515,2021-04-30,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Mujer,45,No,,06
9425152515,2021-05-03,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Misiones,Posadas,Hombre,40,No,,54
9484451515,2021-04-05,Trata,Explotación sexual,Acusado,,Salta,Salta,Mujer,50,No,,66
575152515,2021-05-04,Trata,Explotación sexual,Acusado,,Salta,Salta,Mujer,39,No,,66
3575152515,2021-05-04,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,0,No,,
9484252515,2021-05-04,Trata,Posible captación,Acusado,,,,Hombre,30,No,,
7594252515,2021-05-05,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Hombre,0,No,,06
4535252515,2021-05-07,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,50,No,,
6535252515,2021-05-07,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
6535252515,2021-05-07,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
545252515,2021-05-07,Trata,Explotación sexual,Acusado,,,,Mujer,32,No,,
9465252515,2021-05-07,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Villa Elvira,Mujer,15,No,,06
2594352515,2021-05-08,Trata,Otro,Victima directa,,Santa Fe,Santa Fe,Mujer,12,No,,82
5535352515,2021-05-10,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Mujer,24,No,,06
5535352515,2021-05-10,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Mujer,55,No,,06
5535352515,2021-05-10,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Hombre,55,No,,06
5584452515,2021-05-13,Trata,Traslado de personas,Victima directa,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,24,No,,06
5584452515,2021-05-13,Trata,Traslado de personas,Victima indirecta - familiar,Argentina,,,Mujer,40,No,,
9494452515,2021-05-13,Trata,Explotación laboral,Victima directa,,,,Hombre,44,No,,
594452515,2021-05-13,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Morón,Hombre,34,No,,06
594452515,2021-05-13,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
7525452515,2021-05-14,Trata,Persona desaparecida,Victima directa,,,,Mujer,20,No,,
7565452515,2021-05-16,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,22,No,,66
1575452515,2021-05-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,26,No,,
2584552515,2021-05-17,Trata,Explotación sexual,Acusado,,Buenos Aires,Merlo,Mujer,35,No,,06
5525552515,2021-05-18,Trata,Explotación sexual,Acusado,,Buenos Aires,Morón,Hombre,34,No,,06
5525552515,2021-05-18,Trata,Explotación sexual,Victima directa,,,,Mujer,14,No,,
5525552515,2021-05-18,Trata,Explotación sexual,Victima directa,,,,Mujer,24,No,,
1535552515,2021-05-18,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Morón,Hombre,70,No,,06
2535552515,2021-05-18,Trata,Explotación laboral,Victima directa,,,,Hombre,66,No,,
7555552515,2021-05-19,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,24,No,,
3565552515,2021-05-19,Trata,Venta de niños y otros delitos,Acusado,,,,Mujer,30,No,,
3565552515,2021-05-19,Trata,Venta de niños y otros delitos,Acusado,,,,Hombre,30,No,,
575552515,2021-05-19,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
3575552515,2021-05-20,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,28,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,6,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,8,No,,
8484652515,2021-05-20,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,50,No,,
4584652515,2021-05-20,Trata,Explotación sexual,Victima directa,,Buenos Aires,Berazategui,Mujer,35,No,,06
3584652515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
3584652515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
5584652515,2021-05-20,Trata,Explotación laboral,Victima directa,,,,Hombre,44,No,,
5584652515,2021-05-20,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
6584652515,2021-05-20,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,24,No,,
2594652515,2021-05-20,Trata,Explotación laboral,Acusado,,Buenos Aires,Mar del Plata,Hombre,60,No,,06
9405652515,2021-05-21,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Tigre,Hombre,60,No,,06
4505652515,2021-05-21,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,40,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,40,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima indirecta - familiar,,,,Hombre,30,No,,
535652515,2021-05-21,Trata,Explotación sexual,Acusado,,,,Hombre,14,No,,
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Mujer,40,No,,06
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Hombre,40,No,,06
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Hombre,14,No,,06
2535652515,2021-05-22,Trata,Explotación sexual,Victima directa,,Mendoza,Godoy Cruz,Hombre,22,No,,50
4555652515,2021-05-22,Trata,Posible captación,Acusado,,Buenos Aires,La Plata,Mujer,19,No,,06
5565652515,2021-05-23,Trata,Posible captación,Victima directa,Argentina,,,Mujer,25,No,,
1584752515,2021-05-24,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
515752515,2021-05-24,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Tigre,Hombre,40,No,,06
5535752515,2021-05-26,Trata,Explotación sexual,Acusado,Bolivia,,,Hombre,40,No,,
6535752515,2021-05-26,Trata,Grooming,Victima directa,Argentina,Misiones,Posadas,Hombre,14,No,,54
6535752515,2021-05-26,Trata,Grooming,Imputado,Chile,,,Mujer,14,No,,
9455752515,2021-05-26,Trata,Explotación sexual,Victima directa,,,,Mujer,30,No,,
4575752515,2021-05-27,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,0,No,No,06
6584843515,2021-05-28,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,50,No,No,06
6584843515,2021-05-28,Trata,Explotación sexual,Acusado,Argentina,Catamarca,San Fernando del Valle de Catamarca,Mujer,50,No,,10
594843515,2021-05-28,Trata,Explotación sexual,Victima directa,,,,,31,No,,
1594843515,2021-05-28,Trata,Oferta laboral engañosa,Acusado,,,,,0,No,,
7505843515,2021-05-28,Trata,Explotación sexual,Acusado,,Entre Ríos,San Salvador,Mujer,50,No,,30
2525843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
6545843515,2021-05-30,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,22,No,,66
9465843515,2021-05-30,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,0,No,,66
9484943515,2021-05-31,Trata,Explotación laboral,Acusado,,Salta,Colonia Santa Rosa,Hombre,50,No,,66
8494943515,2021-05-31,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Misiones,PARAJE DOS HERMANA-BERNARDO DE IRIGOYEN,Mujer,45,No,,54
8494943515,2021-05-31,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,Misiones,PARAJE DOS HERMANAS-BERNARDO DE IRIGOYEN,Mujer,15,No,,54
6515943515,2021-06-01,Trata,Explotación laboral,Acusado,,,,,50,No,,
6515943515,2021-06-01,Trata,Explotación laboral,Victima directa,,,,,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,Argentina,,,Mujer,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Hombre,6,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,8,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,,,Hombre,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Salta,Hickman,Mujer,60,No,,66
8435943515,2021-06-02,Trata,Explotación sexual,Victima directa,,,,Mujer,32,No,,
3535943515,2021-06-02,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,50,No,,
7535943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
7535943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
8445943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
8445943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
6545943515,2021-06-02,Trata,Explotación sexual,Acusado,Venezuela,,,Hombre,40,No,,
9455943515,2021-06-02,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Lanús,,12,No,,06
8455943515,2021-06-02,Trata,Explotación sexual,Acusado,Venezuela,,,Hombre,40,No,,
584053515,2021-06-03,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
1584053515,2021-06-03,Trata,Explotación sexual,Victima directa,,,,,30,No,,
6594053515,2021-06-04,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,50,No,,
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Mujer,40,No,,
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Hombre,40,No,,
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
2515053515,2021-06-04,Trata,Explotación sexual,Victima directa,Argentina,Tucumán,,Mujer,39,No,No,90
2515053515,2021-06-04,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
1515053515,2021-06-04,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Trenque Lauquen,Mujer,40,No,,06
3525053515,2021-06-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Transexual,50,No,,
6545053515,2021-06-06,Trata,Explotación sexual,Acusado,,Buenos Aires,Trenque Lauquen,Mujer,40,No,,06
5555053515,2021-06-06,Trata,Explotación sexual,Victima directa,,,,Mujer,39,No,,
4565053515,2021-06-07,Trata,Pornografía infantil,Acusado,,Buenos Aires,Ciudadela,Hombre,50,No,,06
9475053515,2021-06-07,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Zanjón,Hombre,29,No,,86
9475053515,2021-06-07,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Árraga,Hombre,27,No,,86
9494153515,2021-06-07,Trata,Pornografía infantil,Acusado,,,,Hombre,30,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Victima directa,,,,Mujer,25,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Acusado,,,,,51,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Victima indirecta - familiar,,,,Mujer,0,No,,
8425153515,2021-06-08,Trata,Explotación sexual,Acusado,,Buenos Aires,La Plata,Mujer,40,No,,06
1535153515,2021-06-09,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,45,No,,
6545153515,2021-06-10,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Sáenz Peña,Mujer,47,No,,06
1555153515,2021-06-10,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Concepción,Mujer,25,No,,90
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Concepción,Hombre,30,No,,90
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,13,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
4555153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,0,No,,
4555153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,0,No,,
565153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,50,No,,
6584253515,2021-06-11,Trata,Explotación laboral,Victima directa,,Buenos Aires,Parque Avellaneda,,24,No,,06
6584253515,2021-06-11,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
594253515,2021-06-11,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Mujer,10,No,,
2594253515,2021-06-11,Trata,Explotación laboral,Victima directa,,,,Mujer,36,No,,
2594253515,2021-06-11,Trata,Explotación laboral,Victima directa,,,,Hombre,11,No,,
8415253515,2021-06-12,Trata,Posible captación,Victima directa,,,,Mujer,31,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Mendoza,Palmira,,45,No,,50
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,19,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,19,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,13,No,,
7525253515,2021-06-13,Trata,Explotación sexual,Acusado,,,,,60,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Mujer,40,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Hombre,35,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Hombre,45,No,,
5575253515,2021-06-14,Trata,Traslado de personas,Victima directa,,Salta,Tartagal,Mujer,18,No,,66
8484353515,2021-06-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Río Negro,,Hombre,50,No,,62
9484353515,2021-06-15,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
9484353515,2021-06-15,Trata,Explotación laboral,Acusado,,,,,0,No,,
4584353515,2021-06-15,Trata,Explotación laboral,Victima directa,Bolivia,,,,30,No,,
4584353515,2021-06-15,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,16,No,,
6584353515,2021-06-15,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,5,No,,
5505353515,2021-06-16,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
5505353515,2021-06-16,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,
515353515,2021-06-16,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,40,No,,
3515353515,2021-06-16,Trata,Explotación sexual,Victima directa,Paraguay,Entre Ríos,Diamante,Mujer,26,No,,30
1535353515,2021-06-17,Trata,Posible captación,Acusado,,,,Hombre,45,No,,
9445353515,2021-06-17,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
3575353515,2021-06-19,Trata,Explotación laboral,Acusado,,Buenos Aires,Carmen de Patagones,Hombre,50,No,,06
8484453515,2021-06-19,Trata,Explotación sexual,Acusado,,Tucumán,San Miguel de Tucumán,Mujer,40,No,,90
8484453515,2021-06-19,Trata,Explotación sexual,Acusado,,,,Mujer,35,No,,
6584453515,2021-06-19,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Tucumán,San Miguel de Tucumán,Mujer,30,No,,90
3565453515,2021-06-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,,,,Mujer,33,No,,
8494553515,2021-06-23,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
5594553515,2021-06-23,Trata,Posible captación,Victima directa,Argentina,,,Mujer,13,No,,
5594553515,2021-06-23,Trata,Posible captación,Victima directa,,,,Mujer,15,No,,
7505653515,2021-06-27,Trata,Explotación sexual,Victima directa,,,,,40,No,,
8415653515,2021-06-27,Trata,Explotación laboral,Victima directa,,,,Mujer,36,No,,
2545653515,2021-06-28,Trata,Matrimonio forzado,Victima directa,,Buenos Aires,Mar del Plata,Mujer,25,No,,06
2545653515,2021-06-28,Trata,Matrimonio forzado,Acusado,,,,,50,No,,
2545653515,2021-06-28,Trata,Matrimonio forzado,Acusado,,,,,25,No,,
2555653515,2021-06-28,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Mujer,50,No,,
2555653515,2021-06-28,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,50,No,,
5555653515,2021-06-29,Trata,Explotación sexual,Acusado,,,,Transexual,35,No,,
7555653515,2021-06-29,Trata,Explotación sexual,Acusado,,,,Transexual,35,No,,
4565653515,2021-06-29,Trata,Posible captación,Acusado,,,,Hombre,60,No,,
4584753515,2021-06-30,Trata,Explotación sexual,Acusado,,,,,40,No,,
2594753515,2021-06-30,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,50,No,,
5594753515,2021-06-30,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
5594753515,2021-06-30,Trata,Posible captación,Acusado,Puerto rico,,,Hombre,30,No,,
8405753515,2021-06-30,Trata,Explotación laboral,Acusado,Cuba,Buenos Aires,Villa Madero,Mujer,35,No,,06
2515753515,2021-07-01,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
1525753515,2021-07-01,Trata,Posible captación,Acusado,,,,,38,No,,
1525753515,2021-07-01,Trata,Posible captación,Acusado,,,,,0,No,,
4525753515,2021-07-01,Trata,Explotación laboral,Acusado,,,,,0,No,,
4525753515,2021-07-01,Trata,Explotación laboral,Victima directa,,Santa Fe,Rosario,Hombre,32,No,,82
7525753515,2021-07-01,Trata,Posible captación,Victima directa,,,,Mujer,27,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Victima directa,,,,Mujer,15,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,50,No,,
8484844515,2021-07-03,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
4594844515,2021-07-03,Trata,Traslado de personas,Acusado,Argentina,,,Hombre,30,No,,
4505844515,2021-07-04,Trata,Persona desaparecida,Victima directa,,Formosa,Formosa,Mujer,0,No,,34
6505844515,2021-07-04,Trata,Explotación sexual,Victima directa,,Santa Fe,Rosario,,20,No,,82
6505844515,2021-07-04,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,,0,No,,82
515844515,2021-07-04,Trata,Explotación laboral,Victima directa,,Santa Fe,Rosario,Hombre,32,No,,82
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,43,No,,02
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,65,No,,02
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,65,No,,02
7545844515,2021-07-05,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
7545844515,2021-07-05,Trata,Explotación laboral,Acusado,,,,Hombre,41,No,,
9484944515,2021-07-06,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
5594944515,2021-07-07,Trata,Explotación sexual,Acusado,,,,Hombre,35,No,,
5594944515,2021-07-07,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
9435944515,2021-07-08,Trata,Traslado de personas,Victima directa,Bolivia,,,Mujer,13,No,,
9435944515,2021-07-08,Trata,Traslado de personas,Victima indirecta - familiar,Bolivia,,,Mujer,40,No,,
3565054515,2021-07-11,Trata,Explotación laboral,Victima directa,,,,,33,No,,
2515154515,2021-07-12,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Virreyes,Hombre,14,No,,06
2515154515,2021-07-12,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Virreyes,Mujer,40,No,,06
9435154515,2021-07-13,Trata,Explotación sexual,Acusado,,,,,90,No,,
5545154515,2021-07-14,Trata,Posible captación,Victima directa,Argentina,,,Mujer,24,No,,
4545154515,2021-07-14,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,72,No,,06
8455154515,2021-07-14,Trata,Posible captación,Victima directa,Argentina,,,Mujer,17,No,,
8455154515,2021-07-14,Trata,Posible captación,Acusado,Argentina,,,Hombre,42,No,,
8455154515,2021-07-14,Trata,Posible captación,Victima indirecta - familiar,Argentina,,,Hombre,40,No,,
7565154515,2021-07-15,Trata,Explotación sexual,Victima directa,,,,,32,No,,
7565154515,2021-07-15,Trata,Explotación sexual,Acusado,,,,,50,No,,
7565154515,2021-07-15,Trata,Explotación sexual,Acusado,,,,,0,No,,
9475154515,2021-07-15,Trata,Posible captación,Victima indirecta - familiar,,,,Hombre,0,No,,
9475154515,2021-07-15,Trata,Posible captación,Victima directa,Argentina,,,Mujer,24,No,,
2575154515,2021-07-15,Trata,Posible captación,Victima directa,,,,,41,No,,
5575154515,2021-07-15,Trata,Explotación sexual,Acusado,,,,Mujer,55,No,,
6584254515,2021-07-15,Trata,Posible captación,Victima directa,Argentina,,,Mujer,20,No,,
2594254515,2021-07-15,Trata,Explotación laboral,Victima directa,,,,Hombre,41,No,,
8405254515,2021-07-16,Trata,Servidumbre doméstica,Victima directa,,,,,73,No,,
8405254515,2021-07-16,Trata,Servidumbre doméstica,Victima directa,,,,,74,No,,
8405254515,2021-07-16,Trata,Servidumbre doméstica,Acusado,,Buenos Aires,Ciudad Autónoma de Buenos Aires,,60,No,,06
1505254515,2021-07-16,Trata,Explotación sexual,Victima directa,,,,,20,No,,
1505254515,2021-07-16,Trata,Explotación sexual,Acusado,,,,,0,No,,
3505254515,2021-07-16,Trata,Servidumbre doméstica,Acusado,,Buenos Aires,Ciudad Autónoma de Buenos Aires,,60,No,,06
6515254515,2021-07-16,Trata,Posible captación,Victima directa,,Buenos Aires,,Mujer,17,No,,06
4555254515,2021-07-18,Trata,Pornografía infantil,Victima directa,,Buenos Aires,Mar del Sur,Mujer,12,No,,06
4555254515,2021-07-18,Trata,Pornografía infantil,Acusado,,,,Mujer,40,No,,
9465254515,2021-07-18,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,14,No,,
6594354515,2021-07-19,Trata,Explotación laboral,Victima directa,,Santa Fe,LAS COLONIAS,Hombre,53,No,,82
6594354515,2021-07-19,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
8465354515,2021-07-22,Trata,Explotación laboral,Victima directa,,,,,0,No,,
8465354515,2021-07-22,Trata,Explotación laboral,Acusado,,,,,0,No,,
575354515,2021-07-22,Trata,Explotación sexual,Victima directa,,,,Mujer,21,No,,
1575354515,2021-07-22,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
3575354515,2021-07-23,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,30,No,,
594454515,2021-07-23,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,5,No,,
505454515,2021-07-24,Trata,Posible captación,Acusado,,Buenos Aires,Wilde,Mujer,55,No,,06
505454515,2021-07-24,Trata,Posible captación,Acusado,Argentina,Buenos Aires,Wilde,Mujer,32,No,,06
2535454515,2021-07-26,Trata,Posible captación,Victima directa,,,,Mujer,20,No,,
2575454515,2021-07-27,Trata,Grooming,Victima directa,Argentina,,,Hombre,13,No,,
4575454515,2021-07-27,Trata,Posible captación,Victima directa,,,,Mujer,20,No,,
8484554515,2021-07-27,Trata,Pornografía infantil,Acusado,Argentina,,,Hombre,50,No,,
6584554515,2021-07-27,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,17,No,,
4594554515,2021-07-28,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,15,No,,
4535554515,2021-07-29,Trata,Explotación laboral,Acusado,Paraguay,,,Mujer,45,No,,
6555554515,2021-07-30,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,12,No,,
2565554515,2021-07-30,Trata,Explotación sexual,Victima directa,,,,,20,No,,
1575554515,2021-07-30,Trata,Explotación laboral,Victima directa,,,,,0,No,,
1575554515,2021-07-30,Trata,Explotación laboral,Acusado,,,,,0,No,,
